occurrence_id,unit_id,chunk,kind,chunk_id,offset,offset_hex,opcode_hex,opcode_name,source,sub_type,text_id,unresolved
DLOC_00001,DLG_e2dcee44c746,GPL-1,GPL ,1,23,0x0017,0x4F,gpl print string,inline,compressed,,False
DLOC_00002,DLG_33724d25c948,GPL-1,GPL ,1,138,0x008A,0x4F,gpl print string,text:gstring,,2,False
DLOC_00003,DLG_cfce762186f2,GPL-1,GPL ,1,143,0x008F,0x4F,gpl print string,text:gstring,,3,False
DLOC_00004,DLG_1e1f326abae2,GPL-1,GPL ,1,154,0x009A,0x4F,gpl print string,inline,compressed,,False
DLOC_00005,DLG_1e82ab82c6de,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,text:gstring,,1,False
DLOC_00006,DLG_a8925c8ccb8e,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,introduce,,False
DLOC_00007,DLG_2f14183907e2,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00008,DLG_6802c1dcf451,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00009,DLG_54f98f9eb386,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00010,DLG_0cbca5fe0c7a,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00011,DLG_3e9b033941ec,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00012,DLG_0bf25a11367c,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00013,DLG_dec6a2af15b2,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00014,DLG_edeee0b7b34c,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00015,DLG_cfa28f14183c,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00016,DLG_505dbe50a9fd,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00017,DLG_d2c391616617,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00018,DLG_fa2977b7b1c0,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00019,DLG_fda6f2fb5429,GPL-1,GPL ,1,278,0x0116,0x48,gpl menu,inline,compressed,,False
DLOC_00020,DLG_6a7c12f13aa7,GPL-1,GPL ,1,691,0x02B3,0x4F,gpl print string,inline,compressed,,False
DLOC_00021,DLG_b7f764e5161c,GPL-1,GPL ,1,733,0x02DD,0x4F,gpl print string,inline,compressed,,False
DLOC_00022,DLG_7bfe759337d9,GPL-1,GPL ,1,797,0x031D,0x4F,gpl print string,inline,compressed,,False
DLOC_00023,DLG_e362e5caa226,GPL-1,GPL ,1,818,0x0332,0x4F,gpl print string,inline,compressed,,False
DLOC_00024,DLG_42334b475a16,GPL-1,GPL ,1,882,0x0372,0x4F,gpl print string,inline,compressed,,False
DLOC_00025,DLG_23d8ac2b4e52,GPL-1,GPL ,1,901,0x0385,0x4F,gpl print string,inline,compressed,,False
DLOC_00026,DLG_8ce705d0a084,GPL-1,GPL ,1,963,0x03C3,0x4F,gpl print string,inline,compressed,,False
DLOC_00027,DLG_258f314566ea,GPL-1,GPL ,1,987,0x03DB,0x4F,gpl print string,inline,compressed,,False
DLOC_00028,DLG_f6a5bbbc1187,GPL-1,GPL ,1,1046,0x0416,0x4F,gpl print string,inline,compressed,,False
DLOC_00029,DLG_ab09f5e2e5b2,GPL-1,GPL ,1,1081,0x0439,0x4F,gpl print string,inline,compressed,,False
DLOC_00030,DLG_2559512cbfc3,GPL-1,GPL ,1,1136,0x0470,0x4F,gpl print string,inline,compressed,,False
DLOC_00031,DLG_d43a30515420,GPL-1,GPL ,1,1194,0x04AA,0x4F,gpl print string,inline,compressed,,False
DLOC_00032,DLG_783e83301118,GPL-1,GPL ,1,1223,0x04C7,0x4F,gpl print string,inline,compressed,,False
DLOC_00033,DLG_0d8d76ede62a,GPL-1,GPL ,1,1281,0x0501,0x4F,gpl print string,inline,compressed,,False
DLOC_00034,DLG_f6450712249d,GPL-1,GPL ,1,1354,0x054A,0x4F,gpl print string,inline,compressed,,False
DLOC_00035,DLG_1fcf596b1572,GPL-1,GPL ,1,1397,0x0575,0x4F,gpl print string,inline,compressed,,False
DLOC_00036,DLG_649538e828a5,GPL-1,GPL ,1,1450,0x05AA,0x4F,gpl print string,inline,compressed,,False
DLOC_00037,DLG_88563225ebd2,GPL-1,GPL ,1,1513,0x05E9,0x4F,gpl print string,inline,compressed,,False
DLOC_00038,DLG_f32977434f0e,GPL-1,GPL ,1,1570,0x0622,0x4F,gpl print string,inline,compressed,,False
DLOC_00039,DLG_8f27a774aefc,GPL-1,GPL ,1,1634,0x0662,0x4F,gpl print string,inline,compressed,,False
DLOC_00040,DLG_33724d25c948,GPL-1,GPL ,1,1660,0x067C,0x4F,gpl print string,text:gstring,,2,False
DLOC_00041,DLG_cfce762186f2,GPL-1,GPL ,1,1665,0x0681,0x4F,gpl print string,text:gstring,,3,False
DLOC_00042,DLG_5b9b7943161d,GPL-1,GPL ,1,1730,0x06C2,0x4F,gpl print string,inline,compressed,,False
DLOC_00043,DLG_fd6b4207e83d,GPL-1,GPL ,1,1786,0x06FA,0x4F,gpl print string,inline,compressed,,False
DLOC_00044,DLG_f7510384c1b6,GPL-1,GPL ,1,1847,0x0737,0x4F,gpl print string,inline,compressed,,False
DLOC_00045,DLG_b9b4dc47f49d,GPL-1,GPL ,1,1910,0x0776,0x4F,gpl print string,inline,compressed,,False
DLOC_00046,DLG_ab0a7898c751,GPL-1,GPL ,1,1979,0x07BB,0x4F,gpl print string,inline,compressed,,False
DLOC_00047,DLG_79751f8cf5a1,GPL-1,GPL ,1,2042,0x07FA,0x4F,gpl print string,inline,compressed,,False
DLOC_00048,DLG_9a3bbc4f4411,GPL-1,GPL ,1,2108,0x083C,0x4F,gpl print string,inline,compressed,,False
DLOC_00049,DLG_fee7cf1e459e,GPL-1,GPL ,1,2186,0x088A,0x4F,gpl print string,inline,compressed,,False
DLOC_00050,DLG_78a6f0aef046,GPL-1,GPL ,1,2237,0x08BD,0x4F,gpl print string,inline,compressed,,False
DLOC_00051,DLG_c27eb3821e08,GPL-1,GPL ,1,2298,0x08FA,0x4F,gpl print string,inline,compressed,,False
DLOC_00052,DLG_beecb8d6e5ff,GPL-1,GPL ,1,2375,0x0947,0x4F,gpl print string,inline,compressed,,False
DLOC_00053,DLG_f04a733896d0,GPL-1,GPL ,1,2444,0x098C,0x4F,gpl print string,inline,compressed,,False
DLOC_00054,DLG_e0324cff110a,GPL-1,GPL ,1,2507,0x09CB,0x4F,gpl print string,inline,compressed,,False
DLOC_00055,DLG_1e82ab82c6de,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,text:gstring,,1,False
DLOC_00056,DLG_beec6a01f883,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00057,DLG_4d6934e85ed9,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00058,DLG_2c2edf829764,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00059,DLG_f47f64e30c97,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00060,DLG_5da5d69b4388,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00061,DLG_a81f54ed8ea0,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00062,DLG_0289eddfe62a,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00063,DLG_1445c24d217b,GPL-1,GPL ,1,2614,0x0A36,0x48,gpl menu,inline,compressed,,False
DLOC_00064,DLG_a928439fc8f0,GPL-1,GPL ,1,2875,0x0B3B,0x4F,gpl print string,inline,compressed,,False
DLOC_00065,DLG_c204d662d37c,GPL-1,GPL ,1,2942,0x0B7E,0x4F,gpl print string,inline,compressed,,False
DLOC_00066,DLG_67c2d75e7555,GPL-1,GPL ,1,3000,0x0BB8,0x4F,gpl print string,inline,compressed,,False
DLOC_00067,DLG_767c72227d20,GPL-1,GPL ,1,3065,0x0BF9,0x4F,gpl print string,inline,compressed,,False
DLOC_00068,DLG_040c08d3d577,GPL-1,GPL ,1,3131,0x0C3B,0x4F,gpl print string,inline,compressed,,False
DLOC_00069,DLG_614c2b7a5b95,GPL-1,GPL ,1,3181,0x0C6D,0x4F,gpl print string,inline,compressed,,False
DLOC_00070,DLG_33daf8a4fac1,GPL-1,GPL ,1,3200,0x0C80,0x4F,gpl print string,inline,compressed,,False
DLOC_00071,DLG_a602773729f0,GPL-1,GPL ,1,3254,0x0CB6,0x4F,gpl print string,inline,compressed,,False
DLOC_00072,DLG_5a357fc979e7,GPL-1,GPL ,1,3278,0x0CCE,0x4F,gpl print string,inline,compressed,,False
DLOC_00073,DLG_7404b403dc0e,GPL-1,GPL ,1,3339,0x0D0B,0x4F,gpl print string,inline,compressed,,False
DLOC_00074,DLG_423c311717ea,GPL-1,GPL ,1,3394,0x0D42,0x4F,gpl print string,inline,compressed,,False
DLOC_00075,DLG_c7a527964023,GPL-1,GPL ,1,3467,0x0D8B,0x4F,gpl print string,inline,compressed,,False
DLOC_00076,DLG_514551c78305,GPL-1,GPL ,1,3532,0x0DCC,0x4F,gpl print string,inline,compressed,,False
DLOC_00077,DLG_d6ca6d2f9cde,GPL-1,GPL ,1,3595,0x0E0B,0x4F,gpl print string,inline,compressed,,False
DLOC_00078,DLG_4f18eb7f1b8c,GPL-1,GPL ,1,3665,0x0E51,0x4F,gpl print string,inline,compressed,,False
DLOC_00079,DLG_01d252c25bdd,GPL-1,GPL ,1,3722,0x0E8A,0x4F,gpl print string,inline,compressed,,False
DLOC_00080,DLG_05a52533e0c1,GPL-1,GPL ,1,3785,0x0EC9,0x4F,gpl print string,inline,compressed,,False
DLOC_00081,DLG_1e82ab82c6de,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,text:gstring,,1,False
DLOC_00082,DLG_ff82792c294a,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00083,DLG_b03672e1fa29,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00084,DLG_e8bb003dc155,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00085,DLG_a8b0af335cc4,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00086,DLG_ca2f776fe0c8,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00087,DLG_c5110cbd74dc,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00088,DLG_337e99983f95,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00089,DLG_317e8de304e2,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00090,DLG_9be8bea0479b,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00091,DLG_3306995a06ce,GPL-1,GPL ,1,3884,0x0F2C,0x48,gpl menu,inline,compressed,,False
DLOC_00092,DLG_5f4b114877e7,GPL-1,GPL ,1,4223,0x107F,0x4F,gpl print string,inline,compressed,,False
DLOC_00093,DLG_d02335572c41,GPL-1,GPL ,1,4282,0x10BA,0x4F,gpl print string,inline,compressed,,False
DLOC_00094,DLG_113df1eb24f8,GPL-1,GPL ,1,4349,0x10FD,0x4F,gpl print string,inline,compressed,,False
DLOC_00095,DLG_da767d5b3204,GPL-1,GPL ,1,4405,0x1135,0x4F,gpl print string,inline,compressed,,False
DLOC_00096,DLG_8fc7109f53ab,GPL-1,GPL ,1,4449,0x1161,0x4F,gpl print string,inline,compressed,,False
DLOC_00097,DLG_f763c5d0fd34,GPL-1,GPL ,1,4517,0x11A5,0x4F,gpl print string,inline,compressed,,False
DLOC_00098,DLG_0dba710c5c55,GPL-1,GPL ,1,4583,0x11E7,0x4F,gpl print string,inline,compressed,,False
DLOC_00099,DLG_2026310bac97,GPL-1,GPL ,1,4627,0x1213,0x4F,gpl print string,inline,compressed,,False
DLOC_00100,DLG_01a203eaef04,GPL-1,GPL ,1,4690,0x1252,0x4F,gpl print string,inline,compressed,,False
DLOC_00101,DLG_f1522bdc9b01,GPL-1,GPL ,1,4749,0x128D,0x4F,gpl print string,inline,compressed,,False
DLOC_00102,DLG_767f6709b925,GPL-1,GPL ,1,4808,0x12C8,0x4F,gpl print string,inline,compressed,,False
DLOC_00103,DLG_f84db9b58456,GPL-1,GPL ,1,4873,0x1309,0x4F,gpl print string,inline,compressed,,False
DLOC_00104,DLG_744278c2b8db,GPL-1,GPL ,1,4938,0x134A,0x4F,gpl print string,inline,compressed,,False
DLOC_00105,DLG_87c52196e8ae,GPL-1,GPL ,1,5002,0x138A,0x4F,gpl print string,inline,compressed,,False
DLOC_00106,DLG_8e898c9527a8,GPL-1,GPL ,1,5080,0x13D8,0x4F,gpl print string,inline,compressed,,False
DLOC_00107,DLG_2c17a5bb0a6a,GPL-1,GPL ,1,5118,0x13FE,0x4F,gpl print string,inline,compressed,,False
DLOC_00108,DLG_f0485d27b51c,GPL-1,GPL ,1,5184,0x1440,0x4F,gpl print string,inline,compressed,,False
DLOC_00109,DLG_b923d8e9558a,GPL-1,GPL ,1,5247,0x147F,0x4F,gpl print string,inline,compressed,,False
DLOC_00110,DLG_2c3458c7af4b,GPL-10,GPL ,10,557,0x022D,0x4F,gpl print string,inline,compressed,,False
DLOC_00111,DLG_4ca581fef37e,GPL-10,GPL ,10,619,0x026B,0x4F,gpl print string,inline,compressed,,False
DLOC_00112,DLG_33724d25c948,GPL-10,GPL ,10,631,0x0277,0x4F,gpl print string,text:gstring,,2,False
DLOC_00113,DLG_cfce762186f2,GPL-10,GPL ,10,636,0x027C,0x4F,gpl print string,text:gstring,,3,False
DLOC_00114,DLG_fe5cb5a5ffd3,GPL-10,GPL ,10,1005,0x03ED,0x4F,gpl print string,inline,compressed,,False
DLOC_00115,DLG_33724d25c948,GPL-10,GPL ,10,1054,0x041E,0x4F,gpl print string,text:gstring,,2,False
DLOC_00116,DLG_cfce762186f2,GPL-10,GPL ,10,1059,0x0423,0x4F,gpl print string,text:gstring,,3,False
DLOC_00117,DLG_0575adfdf1e5,GPL-10,GPL ,10,1421,0x058D,0x4F,gpl print string,inline,compressed,,False
DLOC_00118,DLG_c73a32f098c2,GPL-10,GPL ,10,1492,0x05D4,0x4F,gpl print string,inline,compressed,,False
DLOC_00119,DLG_1e82ab82c6de,GPL-10,GPL ,10,1524,0x05F4,0x48,gpl menu,text:gstring,,1,False
DLOC_00120,DLG_4bc652d260f7,GPL-10,GPL ,10,1524,0x05F4,0x48,gpl menu,inline,compressed,,False
DLOC_00121,DLG_4ff77d4166cf,GPL-10,GPL ,10,1524,0x05F4,0x48,gpl menu,inline,compressed,,False
DLOC_00122,DLG_33724d25c948,GPL-10,GPL ,10,1593,0x0639,0x4F,gpl print string,text:gstring,,2,False
DLOC_00123,DLG_cfce762186f2,GPL-10,GPL ,10,1598,0x063E,0x4F,gpl print string,text:gstring,,3,False
DLOC_00124,DLG_e8a024e38d87,GPL-10,GPL ,10,1627,0x065B,0x4F,gpl print string,inline,compressed,,False
DLOC_00125,DLG_72834c8c62c2,GPL-10,GPL ,10,1675,0x068B,0x4F,gpl print string,inline,compressed,,False
DLOC_00126,DLG_04dca7456ece,GPL-100,GPL ,100,136,0x0088,0x4F,gpl print string,inline,compressed,,False
DLOC_00127,DLG_33724d25c948,GPL-100,GPL ,100,160,0x00A0,0x4F,gpl print string,text:gstring,,2,False
DLOC_00128,DLG_cfce762186f2,GPL-100,GPL ,100,165,0x00A5,0x4F,gpl print string,text:gstring,,3,False
DLOC_00129,DLG_ddb3c377fd0a,GPL-100,GPL ,100,185,0x00B9,0x4F,gpl print string,inline,compressed,,False
DLOC_00130,DLG_33724d25c948,GPL-100,GPL ,100,231,0x00E7,0x4F,gpl print string,text:gstring,,2,False
DLOC_00131,DLG_cfce762186f2,GPL-100,GPL ,100,236,0x00EC,0x4F,gpl print string,text:gstring,,3,False
DLOC_00132,DLG_c04e615806b9,GPL-100,GPL ,100,255,0x00FF,0x4F,gpl print string,inline,compressed,,False
DLOC_00133,DLG_9766d723ff7a,GPL-100,GPL ,100,328,0x0148,0x4F,gpl print string,inline,compressed,,False
DLOC_00134,DLG_b848286f235f,GPL-100,GPL ,100,341,0x0155,0x4F,gpl print string,inline,compressed,,False
DLOC_00135,DLG_33724d25c948,GPL-100,GPL ,100,395,0x018B,0x4F,gpl print string,text:gstring,,2,False
DLOC_00136,DLG_cfce762186f2,GPL-100,GPL ,100,400,0x0190,0x4F,gpl print string,text:gstring,,3,False
DLOC_00137,DLG_288aa31d0e48,GPL-100,GPL ,100,507,0x01FB,0x4F,gpl print string,inline,compressed,,False
DLOC_00138,DLG_33724d25c948,GPL-100,GPL ,100,537,0x0219,0x4F,gpl print string,text:gstring,,2,False
DLOC_00139,DLG_cfce762186f2,GPL-100,GPL ,100,542,0x021E,0x4F,gpl print string,text:gstring,,3,False
DLOC_00140,DLG_a408c4083d4a,GPL-100,GPL ,100,587,0x024B,0x4F,gpl print string,inline,compressed,,False
DLOC_00141,DLG_96442e8bf005,GPL-100,GPL ,100,654,0x028E,0x4F,gpl print string,inline,compressed,,False
DLOC_00142,DLG_33724d25c948,GPL-100,GPL ,100,731,0x02DB,0x4F,gpl print string,text:gstring,,2,False
DLOC_00143,DLG_cfce762186f2,GPL-100,GPL ,100,736,0x02E0,0x4F,gpl print string,text:gstring,,3,False
DLOC_00144,DLG_db000c6cdf34,GPL-100,GPL ,100,749,0x02ED,0x4F,gpl print string,inline,compressed,,False
DLOC_00145,DLG_8eceff9fa5ea,GPL-100,GPL ,100,803,0x0323,0x4F,gpl print string,inline,compressed,,False
DLOC_00146,DLG_1e82ab82c6de,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,text:gstring,,1,False
DLOC_00147,DLG_dfff72343995,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00148,DLG_700d1173609d,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00149,DLG_89998811c5d9,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00150,DLG_2194a219d5fc,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00151,DLG_40f524972ae4,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00152,DLG_2c4dee20ae6b,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00153,DLG_e156a9909ffb,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00154,DLG_fa0a54401ea8,GPL-100,GPL ,100,839,0x0347,0x48,gpl menu,inline,compressed,,False
DLOC_00155,DLG_af67f54997e3,GPL-100,GPL ,100,1108,0x0454,0x4F,gpl print string,inline,compressed,,False
DLOC_00156,DLG_b3b2eab43ba3,GPL-100,GPL ,100,1186,0x04A2,0x4F,gpl print string,inline,compressed,,False
DLOC_00157,DLG_ef041fdb967b,GPL-100,GPL ,100,1255,0x04E7,0x4F,gpl print string,inline,compressed,,False
DLOC_00158,DLG_f4724d4314bc,GPL-100,GPL ,100,1323,0x052B,0x4F,gpl print string,inline,compressed,,False
DLOC_00159,DLG_bbf2edcc6fc5,GPL-100,GPL ,100,1364,0x0554,0x4F,gpl print string,inline,compressed,,False
DLOC_00160,DLG_5f8329590ed5,GPL-100,GPL ,100,1430,0x0596,0x4F,gpl print string,inline,compressed,,False
DLOC_00161,DLG_e8327ee46399,GPL-100,GPL ,100,1484,0x05CC,0x4F,gpl print string,inline,compressed,,False
DLOC_00162,DLG_7a3820e1e8a2,GPL-100,GPL ,100,1523,0x05F3,0x4F,gpl print string,inline,compressed,,False
DLOC_00163,DLG_8931ad04cf09,GPL-100,GPL ,100,1549,0x060D,0x4F,gpl print string,inline,compressed,,False
DLOC_00164,DLG_a71b72d086d1,GPL-100,GPL ,100,1617,0x0651,0x4F,gpl print string,inline,compressed,,False
DLOC_00165,DLG_cb55266e83a7,GPL-100,GPL ,100,1722,0x06BA,0x4F,gpl print string,inline,compressed,,False
DLOC_00166,DLG_df0726089f62,GPL-100,GPL ,100,1793,0x0701,0x4F,gpl print string,inline,compressed,,False
DLOC_00167,DLG_6e17c1e8b113,GPL-100,GPL ,100,1863,0x0747,0x4F,gpl print string,inline,compressed,,False
DLOC_00168,DLG_33724d25c948,GPL-100,GPL ,100,1931,0x078B,0x4F,gpl print string,text:gstring,,2,False
DLOC_00169,DLG_205577fa01d6,GPL-100,GPL ,100,1952,0x07A0,0x4F,gpl print string,inline,compressed,,False
DLOC_00170,DLG_33724d25c948,GPL-100,GPL ,100,2038,0x07F6,0x4F,gpl print string,text:gstring,,2,False
DLOC_00171,DLG_52452dcd2e8f,GPL-100,GPL ,100,2043,0x07FB,0x4F,gpl print string,inline,compressed,,False
DLOC_00172,DLG_33724d25c948,GPL-100,GPL ,100,2099,0x0833,0x4F,gpl print string,text:gstring,,2,False
DLOC_00173,DLG_cfce762186f2,GPL-100,GPL ,100,2104,0x0838,0x4F,gpl print string,text:gstring,,3,False
DLOC_00174,DLG_33724d25c948,GPL-100,GPL ,100,2129,0x0851,0x4F,gpl print string,text:gstring,,2,False
DLOC_00175,DLG_2602be9703f1,GPL-100,GPL ,100,2135,0x0857,0x4F,gpl print string,inline,compressed,,False
DLOC_00176,DLG_33724d25c948,GPL-100,GPL ,100,2179,0x0883,0x4F,gpl print string,text:gstring,,2,False
DLOC_00177,DLG_cfce762186f2,GPL-100,GPL ,100,2190,0x088E,0x4F,gpl print string,text:gstring,,3,False
DLOC_00178,DLG_c81874f9fa22,GPL-101,GPL ,101,26,0x001A,0x4F,gpl print string,inline,compressed,,False
DLOC_00179,DLG_a2789c989f67,GPL-101,GPL ,101,99,0x0063,0x4F,gpl print string,inline,compressed,,False
DLOC_00180,DLG_1e82ab82c6de,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,text:gstring,,1,False
DLOC_00181,DLG_2ff4644ab829,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,inline,compressed,,False
DLOC_00182,DLG_47d92522d55b,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,inline,compressed,,False
DLOC_00183,DLG_560f3689fb2b,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,inline,compressed,,False
DLOC_00184,DLG_dddec1ce95cc,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,inline,compressed,,False
DLOC_00185,DLG_dd7f3ec22b44,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,inline,compressed,,False
DLOC_00186,DLG_666b5040363d,GPL-101,GPL ,101,169,0x00A9,0x48,gpl menu,text:gstring,,5,False
DLOC_00187,DLG_33724d25c948,GPL-101,GPL ,101,325,0x0145,0x4F,gpl print string,text:gstring,,2,False
DLOC_00188,DLG_cfce762186f2,GPL-101,GPL ,101,330,0x014A,0x4F,gpl print string,text:gstring,,3,False
DLOC_00189,DLG_1033b697f5c8,GPL-101,GPL ,101,336,0x0150,0x4F,gpl print string,inline,compressed,,False
DLOC_00190,DLG_d6aa60befb61,GPL-101,GPL ,101,404,0x0194,0x4F,gpl print string,inline,compressed,,False
DLOC_00191,DLG_251e514b9fba,GPL-101,GPL ,101,471,0x01D7,0x4F,gpl print string,inline,compressed,,False
DLOC_00192,DLG_34ff1b3fa418,GPL-101,GPL ,101,541,0x021D,0x4F,gpl print string,inline,compressed,,False
DLOC_00193,DLG_665763ded8eb,GPL-101,GPL ,101,567,0x0237,0x4F,gpl print string,inline,compressed,,False
DLOC_00194,DLG_e78a7b040bba,GPL-101,GPL ,101,634,0x027A,0x4F,gpl print string,inline,compressed,,False
DLOC_00195,DLG_22b8ce0db8ef,GPL-101,GPL ,101,665,0x0299,0x4F,gpl print string,inline,compressed,,False
DLOC_00196,DLG_1b16d98e25cd,GPL-101,GPL ,101,735,0x02DF,0x4F,gpl print string,inline,compressed,,False
DLOC_00197,DLG_2ea3f35d54e6,GPL-101,GPL ,101,809,0x0329,0x4F,gpl print string,inline,compressed,,False
DLOC_00198,DLG_a36980079eef,GPL-101,GPL ,101,852,0x0354,0x4F,gpl print string,inline,compressed,,False
DLOC_00199,DLG_7b4711e41376,GPL-101,GPL ,101,929,0x03A1,0x4F,gpl print string,inline,compressed,,False
DLOC_00200,DLG_9002ab335d1e,GPL-101,GPL ,101,965,0x03C5,0x4F,gpl print string,inline,compressed,,False
DLOC_00201,DLG_8a4de93a20f0,GPL-101,GPL ,101,1005,0x03ED,0x4F,gpl print string,inline,compressed,,False
DLOC_00202,DLG_6af2f44cf8a4,GPL-101,GPL ,101,1085,0x043D,0x4F,gpl print string,inline,compressed,,False
DLOC_00203,DLG_33724d25c948,GPL-101,GPL ,101,1157,0x0485,0x4F,gpl print string,text:gstring,,2,False
DLOC_00204,DLG_2602be9703f1,GPL-101,GPL ,101,1162,0x048A,0x4F,gpl print string,inline,compressed,,False
DLOC_00205,DLG_33724d25c948,GPL-101,GPL ,101,1206,0x04B6,0x4F,gpl print string,text:gstring,,2,False
DLOC_00206,DLG_cfce762186f2,GPL-101,GPL ,101,1211,0x04BB,0x4F,gpl print string,text:gstring,,3,False
DLOC_00207,DLG_52ecebd923f6,GPL-101,GPL ,101,1383,0x0567,0x4F,gpl print string,inline,compressed,,False
DLOC_00208,DLG_1e82ab82c6de,GPL-101,GPL ,101,1418,0x058A,0x48,gpl menu,text:gstring,,1,False
DLOC_00209,DLG_a8925c8ccb8e,GPL-101,GPL ,101,1418,0x058A,0x48,gpl menu,inline,introduce,,False
DLOC_00210,DLG_3e9b033941ec,GPL-101,GPL ,101,1418,0x058A,0x48,gpl menu,inline,compressed,,False
DLOC_00211,DLG_b5ef7432668b,GPL-101,GPL ,101,1418,0x058A,0x48,gpl menu,inline,compressed,,False
DLOC_00212,DLG_4375cdaa196e,GPL-101,GPL ,101,1418,0x058A,0x48,gpl menu,inline,compressed,,False
DLOC_00213,DLG_33724d25c948,GPL-101,GPL ,101,1507,0x05E3,0x4F,gpl print string,text:gstring,,2,False
DLOC_00214,DLG_cfce762186f2,GPL-101,GPL ,101,1512,0x05E8,0x4F,gpl print string,text:gstring,,3,False
DLOC_00215,DLG_03350272e03e,GPL-101,GPL ,101,1518,0x05EE,0x4F,gpl print string,inline,compressed,,False
DLOC_00216,DLG_99dd076ca904,GPL-101,GPL ,101,1596,0x063C,0x4F,gpl print string,inline,compressed,,False
DLOC_00217,DLG_1a6cb6ebab14,GPL-101,GPL ,101,1673,0x0689,0x4F,gpl print string,inline,compressed,,False
DLOC_00218,DLG_6e1b5475e1bd,GPL-101,GPL ,101,1740,0x06CC,0x4F,gpl print string,inline,compressed,,False
DLOC_00219,DLG_0b63388e1a77,GPL-101,GPL ,101,1845,0x0735,0x4F,gpl print string,inline,compressed,,False
DLOC_00220,DLG_1e82ab82c6de,GPL-101,GPL ,101,1885,0x075D,0x48,gpl menu,text:gstring,,1,False
DLOC_00221,DLG_b6caa248593e,GPL-101,GPL ,101,1885,0x075D,0x48,gpl menu,inline,compressed,,False
